-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0.0016992,-0.0024724
-0.0016776,-0.0024871
-0.0016558,-0.0025017
-0.0016339,-0.002516
-0.0016119,-0.0025302
-0.0015898,-0.0025441
-2.2002,-3.5905
-2.1889,-3.643
-2.1839,-3.7076
-2.171,-3.7603
-2.1612,-3.82
-2.1579,-3.8929
-2.1405,-3.9424
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0.00041582,-0.0019563
-0.0005981,-0.0029398
-0.00057243,-0.0029449
-0.00054671,-0.0029498
-0.00052094,-0.0029544
-0.00049514,-0.0029589
-0.0004693,-0.0029631
-0.00044343,-0.002967
-0.00041752,-0.0029708
-0.00039158,-0.0029743
-0.00036561,-0.0029776
-0.00033961,-0.0029807
-0.00031359,-0.0029836
-0.00028754,-0.0029862
-0.00026147,-0.0029886
-0.00023538,-0.0029908
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-1.3113e-10,-0.003
2.618e-05,-0.0029999
5.2357e-05,-0.0029995
7.8531e-05,-0.002999
0.0001047,-0.0029982
0.13771,-3.154
0.17328,-3.3065
0.21501,-3.5154
0.00020927,-0.0029927
0.00023538,-0.0029908
0.00026147,-0.0029886
0,-0
0.00031359,-0.0029836
0.64933,-5.6991
0.00036561,-0.0029776
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
5.2849,-12.759
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
3.9761,-7.6381
4.0553,-7.6269
4.1131,-7.5754
4.0952,-7.3879
4.1029,-7.2518
4.18,-7.24
4.2608,-7.2334
4.3356,-7.2156
4.4115,-7.1988
4.4985,-7.1991
4.5799,-7.1891
4.6594,-7.1748
0,-0
0,-0
7.6623,-11.149
7.7467,-11.063
7.8377,-10.988
7.9304,-10.915
0.0017845,-0.0024116
4.6105,-6.1183
4.6035,-5.9993
